"icd","vocabulary_id","ICD_string","phecode","phecode_string","category_num","category"
"Q39.2","ICD10","Congenital tracheo-oesophageal fistula without atresia","CM_757.11","Congenital tracheoesophageal fistula, esophageal atresia and stenosis",14,"Congenital"
"Q39.3","ICD10","Congenital stenosis and stricture of oesophagus","CM_757.11","Congenital tracheoesophageal fistula, esophageal atresia and stenosis",14,"Congenital"
"Q39.4","ICD10","Congenital oesophageal web","CM_757.111","Esophageal web*",14,"Congenital"
"Q39.5","ICD10","Congenital dilatation of oesophagus","CM_757.12","Congenital dilatation of esophagus*",14,"Congenital"
"Q39.6","ICD10","Diverticulum of oesophagus","CM_757.13","Congenital diverticulum of esophagus*",14,"Congenital"
"Q40.2","ICD10","Other specified congenital malformations of stomach","CM_757.2","Congenital malformation of stomach",14,"Congenital"
"Q40.3","ICD10","Congenital malformation of stomach, unspecified","CM_757.2","Congenital malformation of stomach",14,"Congenital"
"Q40.0","ICD10","Congenital hypertrophic pyloric stenosis","CM_757.21","Congenital hypertrophic pyloric stenosis",14,"Congenital"
"Q40.1","ICD10","Congenital hiatus hernia","CM_757.22","Congenital hiatus hernia",14,"Congenital"
"Q45","ICD10","Other congenital malformations of digestive system","CM_758","Congenital malformations of digestive system",14,"Congenital"
"Q45.8","ICD10","Other specified congenital malformations of digestive system","CM_758","Congenital malformations of digestive system",14,"Congenital"
"Q45.9","ICD10","Congenital malformation of digestive system, unspecified","CM_758","Congenital malformations of digestive system",14,"Congenital"
"Q43","ICD10","Other congenital malformations of intestine","CM_758.1","Congenital malformations of intestine",14,"Congenital"
"Q43.2","ICD10","Other congenital functional disorders of colon","CM_758.1","Congenital malformations of intestine",14,"Congenital"
"Q43.6","ICD10","Congenital fistula of rectum and anus","CM_758.1","Congenital malformations of intestine",14,"Congenital"
"Q43.8","ICD10","Other specified congenital malformations of intestine","CM_758.1","Congenital malformations of intestine",14,"Congenital"
"Q43.9","ICD10","Congenital malformation of intestine, unspecified","CM_758.1","Congenital malformations of intestine",14,"Congenital"
"Q43.0","ICD10","Meckel diverticulum","CM_758.11","Meckel diverticulum",14,"Congenital"
"Q43.1","ICD10","Hirschsprung disease","CM_758.12","Hirschsprung's disease",14,"Congenital"
"Q41","ICD10","Congenital absence, atresia and stenosis of small intestine","CM_758.131","Atresia and stenosis of small intestines",14,"Congenital"
"Q41.0","ICD10","Congenital absence, atresia and stenosis of duodenum","CM_758.131","Atresia and stenosis of small intestines",14,"Congenital"
"Q41.1","ICD10","Congenital absence, atresia and stenosis of jejunum","CM_758.131","Atresia and stenosis of small intestines",14,"Congenital"
"Q41.2","ICD10","Congenital absence, atresia and stenosis of ileum","CM_758.131","Atresia and stenosis of small intestines",14,"Congenital"
"Q41.8","ICD10","Congenital absence, atresia and stenosis of other specified parts of small intestine","CM_758.131","Atresia and stenosis of small intestines",14,"Congenital"
"Q41.9","ICD10","Congenital absence, atresia and stenosis of small intestine, part unspecified","CM_758.131","Atresia and stenosis of small intestines",14,"Congenital"
"Q42.1","ICD10","Congenital absence, atresia and stenosis of rectum without fistula","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q42.2","ICD10","Congenital absence, atresia and stenosis of anus with fistula","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q42.3","ICD10","Congenital absence, atresia and stenosis of anus without fistula","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q42.8","ICD10","Congenital absence, atresia and stenosis of other parts of large intestine","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q42.9","ICD10","Congenital absence, atresia and stenosis of large intestine, part unspecified","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q42","ICD10","Congenital absence, atresia and stenosis of large intestine","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q42.0","ICD10","Congenital absence, atresia and stenosis of rectum with fistula","CM_758.132","Atresia and stenosis  of large intestines",14,"Congenital"
"Q43.3","ICD10","Congenital malformations of intestinal fixation","CM_758.14","Anomalies of intestinal fixation",14,"Congenital"
"Q43.4","ICD10","Duplication of intestine","CM_758.15","Intestinal duplication*",14,"Congenital"
"Q43.5","ICD10","Ectopic anus","CM_758.16","Ectopic anus*",14,"Congenital"
"Q43.7","ICD10","Persistent cloaca","CM_758.17","Persistent cloaca*",14,"Congenital"
"Q44","ICD10","Congenital malformations of gallbladder, bile ducts and liver","CM_758.2","Congenital malformations of gallbladder, bile ducts and liver",14,"Congenital"
"Q44.0","ICD10","Agenesis, aplasia and hypoplasia of gallbladder","CM_758.2","Congenital malformations of gallbladder, bile ducts and liver",14,"Congenital"
"Q44.1","ICD10","Other congenital malformations of gallbladder","CM_758.2","Congenital malformations of gallbladder, bile ducts and liver",14,"Congenital"
"Q44.4","ICD10","Choledochal cyst","CM_758.2","Congenital malformations of gallbladder, bile ducts and liver",14,"Congenital"
"Q44.5","ICD10","Other congenital malformations of bile ducts","CM_758.2","Congenital malformations of gallbladder, bile ducts and liver",14,"Congenital"
"Q44.7","ICD10","Other congenital malformations of liver","CM_758.2","Congenital malformations of gallbladder, bile ducts and liver",14,"Congenital"
"Q44.2","ICD10","Atresia of bile ducts","CM_758.21","Biliary atresia",14,"Congenital"
"Q44.3","ICD10","Congenital stenosis and stricture of bile ducts","CM_758.21","Biliary atresia",14,"Congenital"
"Q44.6","ICD10","Cystic disease of liver","CM_758.22","Cystic liver disease",14,"Congenital"
"Q45.0","ICD10","Agenesis, aplasia and hypoplasia of pancreas","CM_758.3","Congenital anomalies of the pancreas",14,"Congenital"
"Q45.2","ICD10","Congenital pancreatic cyst","CM_758.3","Congenital anomalies of the pancreas",14,"Congenital"
"Q45.3","ICD10","Other congenital malformations of pancreas and pancreatic duct","CM_758.3","Congenital anomalies of the pancreas",14,"Congenital"
"Q45.1","ICD10","Annular pancreas","CM_758.31","Annular pancreas*",14,"Congenital"
"Q50","ICD10","Congenital malformations of ovaries, fallopian tubes and broad ligaments","CM_760.1","Congenital malformations of female genitalia",14,"Congenital"
"Q51.7","ICD10","Congenital fistulae between uterus and digestive and urinary tracts","CM_760.1","Congenital malformations of female genitalia",14,"Congenital"
"Q52","ICD10","Other congenital malformations of female genitalia","CM_760.1","Congenital malformations of female genitalia",14,"Congenital"
"Q52.8","ICD10","Other specified congenital malformations of female genitalia","CM_760.1","Congenital malformations of female genitalia",14,"Congenital"
"Q52.9","ICD10","Congenital malformation of female genitalia, unspecified","CM_760.1","Congenital malformations of female genitalia",14,"Congenital"
"Q50.2","ICD10","Congenital torsion of ovary","CM_760.11","Congenital malformation of ovary",14,"Congenital"
"Q50.3","ICD10","Other congenital malformations of ovary","CM_760.11","Congenital malformation of ovary",14,"Congenital"
"Q50.0","ICD10","Congenital absence of ovary","CM_760.111","Congenital absence of ovary*",14,"Congenital"
"Q50.4","ICD10","Embryonic cyst of fallopian tube","CM_760.12","Congenital malformations of fallopian tube and broad ligament",14,"Congenital"
"Q50.5","ICD10","Embryonic cyst of broad ligament","CM_760.12","Congenital malformations of fallopian tube and broad ligament",14,"Congenital"
"Q50.6","ICD10","Other congenital malformations of fallopian tube and broad ligament","CM_760.12","Congenital malformations of fallopian tube and broad ligament",14,"Congenital"
"Q51","ICD10","Congenital malformations of uterus and cervix","CM_760.13","Congenital anomalies of uterus and cervix",14,"Congenital"
"O34.0","ICD10","Maternal care for congenital malformation of uterus","CM_760.13","Congenital anomalies of uterus and cervix",14,"Congenital"
"Q51.5","ICD10","Agenesis and aplasia of cervix","CM_760.13","Congenital anomalies of uterus and cervix",14,"Congenital"
"Q51.8","ICD10","Other congenital malformations of uterus and cervix","CM_760.13","Congenital anomalies of uterus and cervix",14,"Congenital"
"Q51.9","ICD10","Congenital malformation of uterus and cervix, unspecified","CM_760.13","Congenital anomalies of uterus and cervix",14,"Congenital"
"Q51.0","ICD10","Agenesis and aplasia of uterus","CM_760.131","Aplasia and hypoplasia of uterus",14,"Congenital"
"Q51.1","ICD10","Doubling of uterus with doubling of cervix and vagina","CM_760.132","Doubling of uterus",14,"Congenital"
"Q51.2","ICD10","Other doubling of uterus","CM_760.132","Doubling of uterus",14,"Congenital"
"Q51.3","ICD10","Bicornate uterus","CM_760.133","Bicornate uterus",14,"Congenital"
"Q51.4","ICD10","Unicornate uterus","CM_760.134","Unicornate uterus",14,"Congenital"
"Q52.2","ICD10","Congenital rectovaginal fistula","CM_760.15","Congenital malformations of vagina",14,"Congenital"
"Q52.4","ICD10","Other congenital malformations of vagina","CM_760.15","Congenital malformations of vagina",14,"Congenital"
"Q52.0","ICD10","Congenital absence of vagina","CM_760.151","Vaginal agenesis",14,"Congenital"
"Q52.1","ICD10","Doubling of vagina","CM_760.152","Doubling of vagina/Vaginal septum",14,"Congenital"
"Q52.3","ICD10","Imperforate hymen","CM_760.153","Imperforate hymen",14,"Congenital"
"Q52.7","ICD10","Other congenital malformations of vulva","CM_760.16","Congenital malformations of vulva*",14,"Congenital"
"Q52.5","ICD10","Fusion of labia","CM_760.161","Fusion of labia*",14,"Congenital"
"Q51.6","ICD10","Embryonic cyst of cervix","CM_760.17","Embryonic cyst of cervix, vagina, and external female genitalia",14,"Congenital"
"Q52.6","ICD10","Congenital malformation of clitoris","CM_760.18","Congenital malformation of clitoris*",14,"Congenital"
"Q55","ICD10","Other congenital malformations of male genital organs","CM_760.2","Congenital congenital malformations of male genital organs",14,"Congenital"
"Q55.8","ICD10","Other specified congenital malformations of male genital organs","CM_760.2","Congenital congenital malformations of male genital organs",14,"Congenital"
"Q55.9","ICD10","Congenital malformation of male genital organ, unspecified","CM_760.2","Congenital congenital malformations of male genital organs",14,"Congenital"
"Q55.2","ICD10","Other congenital malformations of testis and scrotum","CM_760.21","Congenital malformations of testis and scrotum",14,"Congenital"
"Q53","ICD10","Undescended testicle","CM_760.21","Congenital malformations of testis and scrotum",14,"Congenital"
"Q53.1","ICD10","Undescended testicle, unilateral","CM_760.211","Undescended testis [Cryptorchidism]",14,"Congenital"
"Q53.2","ICD10","Undescended testicle, bilateral","CM_760.211","Undescended testis [Cryptorchidism]",14,"Congenital"
"Q53.9","ICD10","Undescended testicle, unspecified","CM_760.211","Undescended testis [Cryptorchidism]",14,"Congenital"
"Q53.0","ICD10","Ectopic testis","CM_760.213","Ectopic testis*",14,"Congenital"
"Q55.0","ICD10","Absence and aplasia of testis","CM_760.214","Aplasia/hypoplasia of testis*",14,"Congenital"
"Q55.1","ICD10","Hypoplasia of testis and scrotum","CM_760.214","Aplasia/hypoplasia of testis*",14,"Congenital"
"Q55.6","ICD10","Other congenital malformations of penis","CM_760.22","Congenital malformations of penis",14,"Congenital"
"Q54","ICD10","Hypospadias","CM_760.221","Hypospadias",14,"Congenital"
"Q54.0","ICD10","Hypospadias, balanic","CM_760.221","Hypospadias",14,"Congenital"
"Q54.1","ICD10","Hypospadias, penile","CM_760.221","Hypospadias",14,"Congenital"
"Q54.2","ICD10","Hypospadias, penoscrotal","CM_760.221","Hypospadias",14,"Congenital"
"Q54.3","ICD10","Hypospadias, perineal","CM_760.221","Hypospadias",14,"Congenital"
"Q54.8","ICD10","Other hypospadias","CM_760.221","Hypospadias",14,"Congenital"
"Q54.9","ICD10","Hypospadias, unspecified","CM_760.221","Hypospadias",14,"Congenital"
"Q54.4","ICD10","Congenital chordee","CM_760.222","Congenital chordee",14,"Congenital"
"Q55.5","ICD10","Congenital absence and aplasia of penis","CM_760.223","Hypoplasia of penis",14,"Congenital"
"Q64.0","ICD10","Epispadias","CM_760.227","Epispadias",14,"Congenital"
"Q55.3","ICD10","Atresia of vas deferens","CM_760.25","Congenital malformations of vas deferens, epididymis, seminal vesicles and prostate*",14,"Congenital"
"Q55.4","ICD10","Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","CM_760.25","Congenital malformations of vas deferens, epididymis, seminal vesicles and prostate*",14,"Congenital"
"P83.5","ICD10","Congenital hydrocele","CM_760.26","Congenital hydrocele",14,"Congenital"
"Q56","ICD10","Indeterminate sex and pseudohermaphroditism","CM_760.3","Indeterminate sex and hermaphroditism",14,"Congenital"
"Q56.0","ICD10","Hermaphroditism, not elsewhere classified","CM_760.3","Indeterminate sex and hermaphroditism",14,"Congenital"
"Q56.1","ICD10","Male pseudohermaphroditism, not elsewhere classified","CM_760.3","Indeterminate sex and hermaphroditism",14,"Congenital"
"Q56.2","ICD10","Female pseudohermaphroditism, not elsewhere classified","CM_760.3","Indeterminate sex and hermaphroditism",14,"Congenital"
"Q56.3","ICD10","Pseudohermaphroditism, unspecified","CM_760.3","Indeterminate sex and hermaphroditism",14,"Congenital"
"Q56.4","ICD10","Indeterminate sex, unspecified","CM_760.3","Indeterminate sex and hermaphroditism",14,"Congenital"
"Q64","ICD10","Other congenital malformations of urinary system","CM_761","Congenital malformations of the urinary system",14,"Congenital"
"Q64.8","ICD10","Other specified congenital malformations of urinary system","CM_761","Congenital malformations of the urinary system",14,"Congenital"
"Q64.9","ICD10","Congenital malformation of urinary system, unspecified","CM_761","Congenital malformations of the urinary system",14,"Congenital"
"Q63.9","ICD10","Congenital malformation of kidney, unspecified","CM_761.1","Congenital malformation of kidney",14,"Congenital"
"Q63","ICD10","Other congenital malformations of kidney","CM_761.1","Congenital malformation of kidney",14,"Congenital"
"Q63.8","ICD10","Other specified congenital malformations of kidney","CM_761.1","Congenital malformation of kidney",14,"Congenital"
"Q60","ICD10","Renal agenesis and other reduction defects of kidney","CM_761.11","Renal hypoplasia/aplasia",14,"Congenital"
"Q60.0","ICD10","Renal agenesis, unilateral","CM_761.111","Renal agenesis*",14,"Congenital"
"Q60.1","ICD10","Renal agenesis, bilateral","CM_761.111","Renal agenesis*",14,"Congenital"
"Q60.2","ICD10","Renal agenesis, unspecified","CM_761.111","Renal agenesis*",14,"Congenital"
"Q60.4","ICD10","Renal hypoplasia, bilateral","CM_761.112","Renal hypoplasia*",14,"Congenital"
"Q60.5","ICD10","Renal hypoplasia, unspecified","CM_761.112","Renal hypoplasia*",14,"Congenital"
"Q60.3","ICD10","Renal hypoplasia, unilateral","CM_761.112","Renal hypoplasia*",14,"Congenital"
"Q61.4","ICD10","Renal dysplasia","CM_761.12","Renal dysplasia",14,"Congenital"
"Q61","ICD10","Cystic kidney disease","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.0","ICD10","Congenital single renal cyst","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.1","ICD10","Polycystic kidney, autosomal recessive","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.2","ICD10","Polycystic kidney, autosomal dominant","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.3","ICD10","Polycystic kidney, unspecified","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.8","ICD10","Other cystic kidney diseases","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.9","ICD10","Cystic kidney disease, unspecified","CM_761.13","Cystic kidney disease",14,"Congenital"
"Q61.5","ICD10","Medullary cystic kidney","CM_761.131","Medullary cystic kidney",14,"Congenital"
"Q63.0","ICD10","Accessory kidney","CM_761.16","Accessory kidney*",14,"Congenital"
